Datetime,Open,High,Low,Close,Adj Close,Volume
2023-10-23 09:00:00+07:00,6725.0,6725.0,6725.0,6725.0,6725.0,0
2023-10-23 09:01:00+07:00,6700.0,6725.0,6700.0,6725.0,6725.0,8000
2023-10-23 09:02:00+07:00,6700.0,6725.0,6700.0,6725.0,6725.0,2800
2023-10-23 09:03:00+07:00,6725.0,6725.0,6700.0,6700.0,6700.0,700
2023-10-23 09:04:00+07:00,6700.0,6725.0,6700.0,6700.0,6700.0,24700
2023-10-23 09:05:00+07:00,6725.0,6725.0,6700.0,6700.0,6700.0,0
2023-10-23 09:06:00+07:00,6700.0,6725.0,6700.0,6700.0,6700.0,10600
2023-10-23 09:07:00+07:00,6700.0,6700.0,6700.0,6700.0,6700.0,1000
2023-10-23 09:08:00+07:00,6725.0,6725.0,6725.0,6725.0,6725.0,1600
2023-10-23 09:09:00+07:00,6725.0,6725.0,6700.0,6725.0,6725.0,1900
2023-10-23 09:10:00+07:00,6725.0,6725.0,6700.0,6700.0,6700.0,600
2023-10-23 09:12:00+07:00,6700.0,6725.0,6700.0,6725.0,6725.0,5900
2023-10-23 09:13:00+07:00,6700.0,6700.0,6700.0,6700.0,6700.0,1100
2023-10-23 09:14:00+07:00,6700.0,6700.0,6700.0,6700.0,6700.0,200
2023-10-23 09:15:00+07:00,6725.0,6725.0,6700.0,6725.0,6725.0,3900
2023-10-23 09:16:00+07:00,6700.0,6700.0,6700.0,6700.0,6700.0,1900
2023-10-23 09:17:00+07:00,6700.0,6725.0,6700.0,6725.0,6725.0,2300
2023-10-23 09:18:00+07:00,6725.0,6725.0,6725.0,6725.0,6725.0,1400
2023-10-23 09:19:00+07:00,6700.0,6725.0,6675.0,6675.0,6675.0,192200
2023-10-23 09:20:00+07:00,6675.0,6700.0,6675.0,6700.0,6700.0,5100
2023-10-23 09:21:00+07:00,6675.0,6700.0,6675.0,6700.0,6700.0,3700
2023-10-23 09:22:00+07:00,6675.0,6675.0,6675.0,6675.0,6675.0,4200
2023-10-23 09:23:00+07:00,6675.0,6675.0,6675.0,6675.0,6675.0,1300
2023-10-23 09:24:00+07:00,6675.0,6675.0,6675.0,6675.0,6675.0,1500
2023-10-23 09:25:00+07:00,6675.0,6675.0,6675.0,6675.0,6675.0,2500
2023-10-23 09:26:00+07:00,6675.0,6675.0,6675.0,6675.0,6675.0,2600
2023-10-23 09:27:00+07:00,6675.0,6700.0,6675.0,6700.0,6700.0,5800
2023-10-23 09:28:00+07:00,6700.0,6700.0,6675.0,6700.0,6700.0,4200
2023-10-23 09:29:00+07:00,6675.0,6700.0,6675.0,6675.0,6675.0,1400
2023-10-23 09:30:00+07:00,6675.0,6675.0,6675.0,6675.0,6675.0,200
2023-10-23 09:31:00+07:00,6675.0,6675.0,6675.0,6675.0,6675.0,200
2023-10-23 09:32:00+07:00,6675.0,6675.0,6675.0,6675.0,6675.0,19400
2023-10-23 09:33:00+07:00,6675.0,6700.0,6625.0,6650.0,6650.0,842900
2023-10-23 09:34:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,200
2023-10-23 09:35:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,5900
2023-10-23 09:36:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,9100
2023-10-23 09:37:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,14300
2023-10-23 09:38:00+07:00,6650.0,6675.0,6625.0,6675.0,6675.0,110100
2023-10-23 09:39:00+07:00,6675.0,6675.0,6650.0,6675.0,6675.0,400
2023-10-23 09:40:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,100
2023-10-23 09:41:00+07:00,6650.0,6675.0,6650.0,6675.0,6675.0,1500
2023-10-23 09:42:00+07:00,6675.0,6675.0,6650.0,6650.0,6650.0,24700
2023-10-23 09:44:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,5400
2023-10-23 09:45:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,4400
2023-10-23 09:46:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,600
2023-10-23 09:47:00+07:00,6675.0,6675.0,6650.0,6650.0,6650.0,1500
2023-10-23 09:48:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,500
2023-10-23 09:49:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,2000
2023-10-23 09:50:00+07:00,6675.0,6675.0,6650.0,6650.0,6650.0,5400
2023-10-23 09:51:00+07:00,6675.0,6675.0,6650.0,6650.0,6650.0,3200
2023-10-23 09:52:00+07:00,6650.0,6675.0,6650.0,6650.0,6650.0,1800
2023-10-23 09:53:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,118700
2023-10-23 09:54:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,5000
2023-10-23 09:55:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,6700
2023-10-23 09:56:00+07:00,6650.0,6675.0,6650.0,6675.0,6675.0,33200
2023-10-23 09:57:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,800
2023-10-23 09:58:00+07:00,6650.0,6675.0,6650.0,6675.0,6675.0,0
2023-10-23 09:59:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,900
2023-10-23 10:00:00+07:00,6650.0,6675.0,6650.0,6675.0,6675.0,2400
2023-10-23 10:01:00+07:00,6675.0,6675.0,6650.0,6650.0,6650.0,900
2023-10-23 10:02:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,5700
2023-10-23 10:03:00+07:00,6650.0,6675.0,6650.0,6650.0,6650.0,40400
2023-10-23 10:04:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,12800
2023-10-23 10:05:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,5800
2023-10-23 10:06:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,0
2023-10-23 10:07:00+07:00,6650.0,6675.0,6650.0,6675.0,6675.0,6000
2023-10-23 10:08:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,139300
2023-10-23 10:09:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,37700
2023-10-23 10:10:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,24300
2023-10-23 10:11:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,1200
2023-10-23 10:12:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,3500
2023-10-23 10:13:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,300
2023-10-23 10:14:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,4200
2023-10-23 10:15:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,33300
2023-10-23 10:16:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,7200
2023-10-23 10:17:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,0
2023-10-23 10:18:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,6900
2023-10-23 10:19:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,13500
2023-10-23 10:20:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,47000
2023-10-23 10:21:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,0
2023-10-23 10:22:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,700
2023-10-23 10:23:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,3500
2023-10-23 10:24:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,13800
2023-10-23 10:25:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,12200
2023-10-23 10:26:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,99000
2023-10-23 10:27:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,4700
2023-10-23 10:28:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,900
2023-10-23 10:29:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,11500
2023-10-23 10:30:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,5300
2023-10-23 10:31:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,1600
2023-10-23 10:32:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,5600
2023-10-23 10:33:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,13500
2023-10-23 10:34:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,2100
2023-10-23 10:35:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,3200
2023-10-23 10:36:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,4300
2023-10-23 10:37:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,50300
2023-10-23 10:38:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,3500
2023-10-23 10:39:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,100
2023-10-23 10:40:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,3200
2023-10-23 10:41:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,5400
2023-10-23 10:42:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,1600
2023-10-23 10:43:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,400
2023-10-23 10:44:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,4800
2023-10-23 10:45:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,3300
2023-10-23 10:46:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,3100
2023-10-23 10:47:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,7100
2023-10-23 10:49:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,11400
2023-10-23 10:50:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,5500
2023-10-23 10:51:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,2400
2023-10-23 10:52:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,12700
2023-10-23 10:53:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,0
2023-10-23 10:54:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,7400
2023-10-23 10:55:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,900
2023-10-23 10:56:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,7300
2023-10-23 10:57:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,9200
2023-10-23 10:58:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,200
2023-10-23 10:59:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,21800
2023-10-23 11:00:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,2600
2023-10-23 11:01:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,1600
2023-10-23 11:02:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,6200
2023-10-23 11:03:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,700
2023-10-23 11:04:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,3700
2023-10-23 11:05:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,2100
2023-10-23 11:06:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,2700
2023-10-23 11:07:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,1100
2023-10-23 11:08:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,1800
2023-10-23 11:09:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,3100
2023-10-23 11:10:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,83900
2023-10-23 11:11:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,7500
2023-10-23 11:12:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,5600
2023-10-23 11:14:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,1600
2023-10-23 11:15:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,3300
2023-10-23 11:16:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,8700
2023-10-23 11:17:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,6800
2023-10-23 11:18:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,15500
2023-10-23 11:19:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,16000
2023-10-23 11:20:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,4400
2023-10-23 11:21:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,144500
2023-10-23 11:22:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,13300
2023-10-23 11:23:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,1300
2023-10-23 11:25:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,1300
2023-10-23 11:26:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,100
2023-10-23 11:27:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,1800
2023-10-23 11:28:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,4400
2023-10-23 11:29:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,3000
2023-10-23 11:30:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,0
2023-10-23 11:31:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,3500
2023-10-23 11:32:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,13000
2023-10-23 11:33:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,800
2023-10-23 11:34:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,6100
2023-10-23 11:35:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,8900
2023-10-23 11:36:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,800
2023-10-23 11:37:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,1100
2023-10-23 11:38:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,4500
2023-10-23 11:39:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,3300
2023-10-23 11:40:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,7400
2023-10-23 11:41:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,1900
2023-10-23 11:42:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,100
2023-10-23 11:43:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,24100
2023-10-23 11:44:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,1800
2023-10-23 11:45:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,2800
2023-10-23 11:46:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,1600
2023-10-23 11:47:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,4500
2023-10-23 11:48:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,1300
2023-10-23 11:49:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,2700
2023-10-23 11:50:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,16200
2023-10-23 11:52:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,2000
2023-10-23 11:53:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,500
2023-10-23 11:54:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,2000
2023-10-23 11:55:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,600
2023-10-23 11:56:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,2000
2023-10-23 11:57:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,3500
2023-10-23 11:58:00+07:00,6650.0,6650.0,6625.0,6650.0,6650.0,28000
2023-10-23 11:59:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,4300
2023-10-23 13:30:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,37100
2023-10-23 13:31:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,400
2023-10-23 13:32:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,800
2023-10-23 13:33:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,1200
2023-10-23 13:34:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,2500
2023-10-23 13:35:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,4300
2023-10-23 13:36:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,0
2023-10-23 13:37:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,1100
2023-10-23 13:38:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,500
2023-10-23 13:39:00+07:00,6650.0,6650.0,6625.0,6625.0,6625.0,1200
2023-10-23 13:40:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,39600
2023-10-23 13:41:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,4000
2023-10-23 13:42:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,0
2023-10-23 13:44:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,1200
2023-10-23 13:45:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,2800
2023-10-23 13:46:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,400
2023-10-23 13:47:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,800
2023-10-23 13:48:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,6400
2023-10-23 13:49:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,10500
2023-10-23 13:50:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,21400
2023-10-23 13:52:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,5000
2023-10-23 13:53:00+07:00,6625.0,6650.0,6625.0,6625.0,6625.0,94500
2023-10-23 13:54:00+07:00,6650.0,6650.0,6650.0,6650.0,6650.0,0
2023-10-23 13:55:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,0
2023-10-23 13:57:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,2700
2023-10-23 13:58:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,1500
2023-10-23 13:59:00+07:00,6625.0,6650.0,6625.0,6650.0,6650.0,2000
2023-10-23 14:00:00+07:00,6625.0,6625.0,6625.0,6625.0,6625.0,2100
